,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,mileage,price
487,487,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/222f76da0e654774afe4eadd5fe0663e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '148,287'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E899052035,Gray,Automatic,148287.0,5999
488,488,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/c1d9c7637fdd4856ae6ee41d34391966.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '165,499'}",Corolla,Used 2006 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32EX6Z599656,Dark Charcoal W/Cloth Seat Tri,Automatic,165499.0,5999
489,489,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '204,857'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E69Z008122,Dark Charcoal,Automatic,204857.0,5999
490,490,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/da7af6dc27194c4ea6cb9d4dca7c740f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '94,369'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E26C656305,Stone,Automatic,94369.0,5999
491,491,http://schema.org/,Car,['Sedan'],Toyota,Charcoal,2 wheel drive - front,https://images.autotrader.com/hn/c/9f5cee55622348eca7bdc1093d66d0cc.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '130,759'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU40E59C178540,Gray,Automatic,130759.0,5999
492,492,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '152,706'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E79Z037354,,Automatic,152706.0,5998
493,493,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/7b4ab8f3f82840a0accf12ca719c5aea.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '118,185'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR30E07C816847,Gray,Automatic,118185.0,5998
494,494,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/7f0a17381f50496b853b0e27c86655f5.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '136,410'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE5AZ363621,Ash,Automatic,136410.0,5998
495,495,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/7c6c4e9ff4474693a20a94345d398671.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '174,657'}",Corolla,Used 2008 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E68Z038339,Gray,Automatic,174657.0,5997
496,496,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/0b3314464ee4461992982234620dcaaa.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '155,822'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E98Z999419,Stone,Manual,155822.0,5997
497,497,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '144,642'}",Corolla,Used 2007 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E97C787619,,Automatic,144642.0,5997
498,498,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/c93271c75c084f40beef881d6736eebe.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,942'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE6AC260113,Ash,Automatic,141942.0,5997
499,499,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/b9957e7e711344e8a3401b102009e9c3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '110,691'}",Corolla,Used 2007 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR30E57Z821881,,Automatic,110691.0,5995
500,500,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2018/11/8/497/476/43634096936.497476247.IM1.MAIN.600x450_A.600x450.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '131,814'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40EX9J024140,Silver,Automatic,131814.0,5995
501,501,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2018/8/18/488/857/43627106577.488857612.IM1.MAIN.640x480_A.640x480.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '181,000'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E09Z014241,Black,Automatic,181000.0,5995
502,502,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/4c4a3f16de60479798ac6aeb46302afd.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '178,309'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40EX9Z136329,Black,Automatic,178309.0,5995
503,503,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/3fec29bc738c4845b97aa61af579fceb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '153,366'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR30EX7Z888265,,Automatic,153366.0,5995
504,504,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/8f5f081640dc432c9fb65cf8cbca1957.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '170,214'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E99Z029885,,Automatic,170214.0,5995
505,505,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/13003d81578f4c049646066b52dab0fb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '154,293'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE7AZ324884,,Automatic,154293.0,5995
506,506,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images.autotrader.com/hn/c/d14707cd36204ed9bf669c72501cf491.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '160,222'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE0AZ179333,Ash,Automatic,160222.0,5995
507,507,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/7ea87812f55f43f3922869494e3c779f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '100,105'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE2AZ298596,Gray,Automatic,100105.0,5995
508,508,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/c86e6343198d4c08811b7a4d7a2b6ec2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '112,172'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR30E47Z776044,Dark Charcoal,Automatic,112172.0,5995
509,509,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/images/2018/11/27/486/000/43635537036.486000993.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,267'}",Corolla,Used 2007 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBR32E570108469,Beige,Automatic,70267.0,5995
510,510,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/7caf7f964f2a4bdbb745c50a1aa27edc.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '117,163'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR30E27C831317,Stone,Automatic,117163.0,5995
511,511,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/130ea2799754413184df646b4c281881.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '126,650'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE3AC320381,Gray,Automatic,126650.0,5995
512,512,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/e5fa47da2ac94341b14a5f5f2275a5a8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '131,824'}",Corolla,Used 2007 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E17Z912269,Beige,Automatic,131824.0,5995
513,513,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/defb58216fdb4a84b8fcd84384740652.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '95,046'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR30E36Z612170,Stone,Automatic,95046.0,5994
514,514,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/144c7bcbf81f4b34acfb65564c84e507.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '129,152'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5994, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR30E87Z860741,Stone,Automatic,129152.0,5994
518,518,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/08b2ce434a5e48bcb0c412981fbafbc2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '92,082'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5992, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E47C792324,Gray,Automatic,92082.0,5992
519,519,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/4531cd263f124d44aadc54938e17b7e9.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '123,705'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40EX9Z094907,,Manual,123705.0,5991
520,520,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '148,662'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE7AZ317725,,,148662.0,5991
521,521,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/b48da4ef1eec40d7a1d0ebff5165b8ed.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '115,552'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU40E69C153002,Ash,Automatic,115552.0,5991
522,522,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '136,736'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E18Z049099,Stone,Automatic,136736.0,5991
523,523,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/735de800c5e34f6c817b67f771a29db4.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '109,205'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5991, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E99J013582,Gray,Automatic,109205.0,5991
524,524,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/9093045732e44f8abbcdc3f3d1ed76d8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '147,692'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E99J000525,Ash,,147692.0,5990
525,525,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/e93140722d9745c8bcce1b89bdbd8508.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '206,440'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE4AC443932,Dk.Charcoal,Manual,206440.0,5990
526,526,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/2c0b3d9f5e824e92a4d694dbc8f04204.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '113,773'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E09Z010108,Dark Charcoal,Automatic,113773.0,5990
527,527,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/0397ef8d0dc94084ba1f9eabb2e85777.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '152,005'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E29Z067006,Black,Automatic,152005.0,5990
528,528,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/a77ae851b18b41a798ef2bf795e4ffcc.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '144,139'}",Corolla,Used 2010 Toyota Corolla XLE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE2AZ177423,Ash,Automatic,144139.0,5990
529,529,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/a19f25307157409b9114f2cee831c538.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '107,323'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE6AZ192023,Gray,Automatic,107323.0,5990
530,530,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/bd29715cc159478ab565fbca9b5b7ec2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '135,344'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5990, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,JTDBL40E39J036873,Ash,Automatic,135344.0,5990
531,531,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/3325fa1ae1164212964caf4c2b8637c3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '142,531'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE7AZ301024,,,142531.0,5988
532,532,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/85a43c7c3ecd4773b5a61c8859e32aee.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '139,149'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5988, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BR32E56C569353,Beige,Automatic,139149.0,5988
533,533,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/0703aba2de834c6b9d332003d1f2975c.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '83,392'}",Corolla,Used 2006 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5986, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBR32E56Z685344,Beige,Automatic,83392.0,5986
534,534,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/ebe1eee5d93c4ffa98e6407c415ddf83.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '151,635'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5982, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE9AZ263909,Dark Charcoal,Automatic,151635.0,5982
535,535,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,https://images.autotrader.com/hn/c/b0cea180a9804962b1d14902bb70f6fa.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,696'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5981, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU40E49Z163266,,Automatic,141696.0,5981
536,536,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/037f0c7dc4d7426084f70d756b3125e5.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '133,077'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5955, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,2T1BU4EE6AC368263,Ash,Automatic,133077.0,5955
537,537,http://schema.org/,Car,['Sedan'],Toyota,Tan,2 wheel drive - front,https://images.autotrader.com/hn/c/1cd33edfc9c54a8593267ee7d6d08c88.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '138,555'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5950, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.comwww.autotrader.com/cars-for-sale/vehicledetails.xhtml,4-Cylinder,1NXBU4EE8AZ271306,Tan,Automatic,138555.0,5950
