,index,@context,@type,bodyType,brand,color,driveWheelConfiguration,image,manufacturer,mileageFromOdometer,model,name,offers,productionDate,url,vehicleEngine,vehicleIdentificationNumber,vehicleInteriorColor,vehicleTransmission,price,mileage,price_over_mileage,trim
475,475,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/dc6b18f1891849f8813b6d18f3cba781.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '97,775'}",Corolla,Used 2006 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6202, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500217485,4-Cylinder,1NXBR30E96Z615395,,,6202,97775.0,0.06343134748146254,
476,476,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/2d7ab631de994d8f897cc1be4e3068e3.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '101,000'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6200, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498736386,4-Cylinder,1NXBU40EX9Z164258,Black,Automatic,6200,101000.0,0.061386138613861385, S
477,477,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/7f6e4478a7304cd0a3b629f79ad5eeec.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '102,567'}",Corolla,Used 2006 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6200, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500434443,4-Cylinder,JTDBR32E460076998,Stone Cloth,Automatic,6200,102567.0,0.06044829233574152,
478,478,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2017/11/2/470/060/43601204391.470060986.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '122,017'}",Corolla,Used 2007 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6200, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=470060986,4-Cylinder,1NXBR32E27Z891061,Gray,,6200,122017.0,0.05081259168804347,
479,479,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/e47c8183da48405389137cabea42fae8.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '122,742'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6197, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498595835,4-Cylinder,1NXBU40E69Z067798,Ash,Manual,6197,122742.0,0.05048801551221261,
480,480,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/bafe0f370ee14198a22f37d9ca655435.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '137,446'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6157, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500628705,4-Cylinder,JTDBL40E999090194,Dark Charcoal,Automatic,6157,137446.0,0.044795774340468254, LE
481,481,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/037f0c7dc4d7426084f70d756b3125e5.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '133,077'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6078, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498859678,4-Cylinder,2T1BU4EE6AC368263,Ash,Automatic,6078,133077.0,0.045672805969476316, LE
482,482,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/f30dc13d5bd141ba809320715818dffd.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '135,512'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6060, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501503004,4-Cylinder,2T1BU40E09C159359,Ash,Automatic,6060,135512.0,0.04471928685282484, LE
483,483,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/8a62eecf925f481bbd1c99f56e5d541a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '159,388'}",Corolla,Used 2010 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6003, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500149172,4-Cylinder,1NXBU4EE0AZ180420,Ash,Automatic,6003,159388.0,0.037662810249203205, S
484,484,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/8cce7e3154c64be9baf0ffb89f88a939.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '132,139'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501791261,4-Cylinder,1NXBR32E57Z841772,,Automatic,6000,132139.0,0.04540673079106093, LE
485,485,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '192,393'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501130440,4-Cylinder,1NXBR32E46Z619528,Dark Charcoal,Automatic,6000,192393.0,0.031186165816843647, LE
486,486,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/6a043c63cc4f4460849eb3e9eeba3643.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,913'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501405033,4-Cylinder,1NXBR32E97Z901519,Dark Charcoal,Automatic,6000,141913.0,0.042279424717961006, LE
487,487,http://schema.org/,Car,['Sedan'],Toyota,Gold,2 wheel drive - front,https://images.autotrader.com/hn/c/eb03452a772f41f9beee6f99171ad13f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '105,257'}",Corolla,Used 2006 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500698643,4-Cylinder,2T1BR30E26C682423,,Automatic,6000,105257.0,0.05700333469507966, LE
488,488,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/5aa54b134bc74851b6992ca161800bc0.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '138,493'}",Corolla,Used 2009 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500522807,4-Cylinder,1NXBU40E39Z007218,Gray,Automatic,6000,138493.0,0.043323489273826114, LE Sedan
489,489,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/4a0a2a7203b34894bb17c7e815181e9a.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '142,021'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501545195,4-Cylinder,2T1BR32E87C713592,,Automatic,6000,142021.0,0.0422472732905697, LE
490,490,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/aaf8c06e97f24e39b2d26c40ff1007f1.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '100,858'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501405062,4-Cylinder,2T1BU40EX9C038077,Ash,Automatic,6000,100858.0,0.05948957940867358, LE
491,491,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/dfdf2aa70b2c4709927f71021e7d4e3b.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '100,008'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 6000, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502153921,4-Cylinder,1NXBR32E58Z010273,,Automatic,6000,100008.0,0.059995200383969285, CE
492,492,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images.autotrader.com/hn/c/cc82b6019c8444af95b25654764a45a9.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '115,942'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501140571,4-Cylinder,1NXBU4EEXAZ171899,Ash,Automatic,5999,115942.0,0.05174138793534699, LE
493,493,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,001'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499345727,4-Cylinder,1NXBR32E27Z923670,Gray,Manual,5999,141001.0,0.042545797547535125, LE
494,494,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/abe7cd565bb249d1b772e8409e4f22b6.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '100,790'}",Corolla,Used 2008 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497765059,4-Cylinder,1NXBR32E08Z993914,Dark Charcoal,Automatic,5999,100790.0,0.05951979363032047,
495,495,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/e6b88dfa46924edc9f73e8550bfaabb2.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '133,777'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500899187,4-Cylinder,1NXBU40E09Z054853,Dark Charcoal,Automatic,5999,133777.0,0.044843283972581235, S
496,496,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/222f76da0e654774afe4eadd5fe0663e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '148,287'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496831242,4-Cylinder,JTDBL40E899052035,Gray,Automatic,5999,148287.0,0.04045533323892182, S
497,497,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/c1d9c7637fdd4856ae6ee41d34391966.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '165,499'}",Corolla,Used 2006 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500254448,4-Cylinder,1NXBR32EX6Z599656,Dark Charcoal W/Cloth Seat Tri,Automatic,5999,165499.0,0.03624795315983782, S
498,498,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '204,857'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501046301,4-Cylinder,1NXBU40E69Z008122,Dark Charcoal,Automatic,5999,204857.0,0.02928384189947134, S
499,499,http://schema.org/,Car,['Sedan'],Toyota,Green,2 wheel drive - front,https://images.autotrader.com/hn/c/5cd7f84641ae409eac70d9e28665940e.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '107,931'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498661139,4-Cylinder,2T1BU40E29C161128,,Automatic,5999,107931.0,0.055581806895145976,
500,500,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/e91877860baf4ceb8f069697eaeac106.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '95,910'}",Corolla,Used 2006 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500540664,4-Cylinder,1NXBR32E66Z657892,,,5999,95910.0,0.06254822229173183,
501,501,http://schema.org/,Car,['Sedan'],Toyota,Charcoal,2 wheel drive - front,https://images.autotrader.com/hn/c/9f5cee55622348eca7bdc1093d66d0cc.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '130,759'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498054575,4-Cylinder,2T1BU40E59C178540,Gray,Automatic,5999,130759.0,0.0458782951842703, LE
502,502,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/c480bf76e94f40b8aaaac9adf109fadf.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '101,745'}",Corolla,Used 2009 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5999, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=496257989,4-Cylinder,2T1BU40E89C075404,Grey,Automatic,5999,101745.0,0.05896112831097351,
503,503,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/7b4ab8f3f82840a0accf12ca719c5aea.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '118,185'}",Corolla,Used 2007 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=489217074,4-Cylinder,2T1BR30E07C816847,Gray,Automatic,5998,118185.0,0.050750941320810594, S
504,504,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/1f32a0c81ca14a3c9b1accd178a40f78.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '132,232'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5998, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500190829,4-Cylinder,1NXBU4EE4AZ235158,Ash,Automatic,5998,132232.0,0.04535967088148103, LE
505,505,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/7c6c4e9ff4474693a20a94345d398671.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '174,657'}",Corolla,Used 2008 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=484285745,4-Cylinder,1NXBR32E68Z038339,Gray,Automatic,5997,174657.0,0.0343358697332486, LE
506,506,http://schema.org/,Car,['Sedan'],Toyota,,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '144,642'}",Corolla,Used 2007 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501061955,4-Cylinder,2T1BR32E97C787619,,Automatic,5997,144642.0,0.041460986435475175,
507,507,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/7a0220ee28af4570a9d1f6cd33e63be5.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '141,942'}",Corolla,Used 2010 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5997, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=498232813,4-Cylinder,2T1BU4EE6AC260113,Ash,Automatic,5997,141942.0,0.04224965126601006, LE
508,508,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/0b3314464ee4461992982234620dcaaa.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '155,822'}",Corolla,Used 2008 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5996, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499597096,4-Cylinder,1NXBR32E98Z999419,Stone,Manual,5996,155822.0,0.03847980387878477, CE
509,509,http://schema.org/,Car,['Sedan'],Toyota,White,2 wheel drive - front,https://images.autotrader.com/hn/c/4467fd9ab42e4b3688dc3c4b8f2c077c.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '59,153'}",Corolla,Used 2006 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2006,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501928849,4-Cylinder,1NXBR32E86Z601680,,Automatic,5995,59153.0,0.10134735347319662, CE
510,510,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/images/2018/8/18/488/857/43627106577.488857612.IM1.MAIN.640x480_A.640x480.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '181,000'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=488857612,4-Cylinder,1NXBU40E09Z014241,Black,Automatic,5995,181000.0,0.033121546961325965, S
511,511,http://schema.org/,Car,['Sedan'],Toyota,Blue,2 wheel drive - front,https://images.autotrader.com/hn/c/8889ea1c994e49de89e02dd2c40fa4ed.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '118,497'}",Corolla,Used 2008 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2008,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501300203,4-Cylinder,1NXBR30E28Z005020,,Manual,5995,118497.0,0.05059199810965678,
512,512,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/4c4a3f16de60479798ac6aeb46302afd.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '178,309'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=497736569,4-Cylinder,1NXBU40EX9Z136329,Black,Automatic,5995,178309.0,0.03362141002417152, S
513,513,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/hn/c/3fec29bc738c4845b97aa61af579fceb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '153,366'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500426245,4-Cylinder,1NXBR30EX7Z888265,,Automatic,5995,153366.0,0.03908949832427005, LE
514,514,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/39f7c18743a44dfbb3d4796de337215f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '152,929'}",Corolla,Used 2007 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=500719892,4-Cylinder,1NXBR30E17Z766782,,Automatic,5995,152929.0,0.039201197941528425, LE
518,518,http://schema.org/,Car,['Sedan'],Toyota,Gray,2 wheel drive - front,https://images.autotrader.com/hn/c/13003d81578f4c049646066b52dab0fb.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '154,293'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=501299621,4-Cylinder,1NXBU4EE7AZ324884,,Automatic,5995,154293.0,0.038854646678721655,
519,519,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,,Toyota,"{'@type': 'QuantitativeValue', 'value': '183,520'}",Corolla,Used 2009 Toyota Corolla LE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502091567,4-Cylinder,JTDBL40E499026242,,Automatic,5995,183520.0,0.032666739319965124, LE
520,520,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/7ea87812f55f43f3922869494e3c779f.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '100,105'}",Corolla,Used 2010 Toyota Corolla,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=493323589,4-Cylinder,1NXBU4EE2AZ298596,Gray,Automatic,5995,100105.0,0.05988711852554818,
521,521,http://schema.org/,Car,['Sedan'],Toyota,Red,2 wheel drive - front,https://images.autotrader.com/images/2018/11/27/486/000/43635537036.486000993.IM1.MAIN.1600x1200_A.1600x1200.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '70,267'}",Corolla,Used 2007 Toyota Corolla CE,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2007,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=486000993,4-Cylinder,JTDBR32E570108469,Beige,Automatic,5995,70267.0,0.08531743208049297, CE
522,522,http://schema.org/,Car,['Sedan'],Toyota,Black,2 wheel drive - front,https://images.autotrader.com/hn/c/84074e24654f42db9e8e624b4d76e551.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '134,722'}",Corolla,Used 2009 Toyota Corolla S,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2009,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=502125697,4-Cylinder,2T1BU40EX9C163645,Dark Charcoal Fabric,Automatic,5995,134722.0,0.044499042472647375, S
523,523,http://schema.org/,Car,['Sedan'],Toyota,Silver,2 wheel drive - front,https://images.autotrader.com/hn/c/3a74e1e7c27d4880bbd97ca1617a29d7.jpg,Toyota,"{'@type': 'QuantitativeValue', 'value': '121,527'}",Corolla,Used 2010 Toyota Corolla LE Sedan,"{'@type': 'Offer', 'priceCurrency': 'USD', 'price': 5995, 'itemCondition': 'http://schema.org/Used', 'availability': 'http://schema.org/InStock'}",2010,www.autotrader.com/cars-for-sale/vehicledetails.xhtml?listingId=499461640,4-Cylinder,JTDBU4EE0AJ061160,Gray,Automatic,5995,121527.0,0.04933060143013487, LE Sedan
